"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1979 and earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $500","GROSS RENT!!Occupied units paying rent!!$500 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"    Estimate","","875,990","748,293","127,697","3.6","5.5","","875,990","9,554","5,986","10,611","18,115","44,019","100,879","685,639","608","579","","875,990","5,967","16,598","57,321","33,157","58,470","69,174","112,333","80,062","61,535","381,373","","875,990","114,731","99,180","263,852","213,091","103,388","42,351","19,200","7,021","13,176","3.3","","875,990","135,796","341,898","262,143","107,771","22,061","6,321","","748,293","172,324","575,969","2.02","2.15","","748,293","136,194","234,057","153,525","97,551","53,329","73,637","","748,293","568,581","159,029","18,544","2,139","","748,293","301,259","11,907","212,337","177,119","270","652","356","21,237","23,156","","748,293","2,986","7,967","33,514","","748,293","701,387","25,699","21,207","","172,324","3,625","2,660","1,833","700","4,243","21,084","51,736","86,443","1,003,400","","172,324","88,861","83,463","","88,861","914","3,297","7,834","10,474","9,941","9,320","47,081","3,171","83,463","21,102","6,936","5,842","5,793","5,469","38,321","923","","88,457","48,238","11,114","6,159","5,586","17,360","404","81,778","46,434","9,011","6,398","4,017","2,314","2,188","11,416","1,685","","563,369","65,818","99,317","90,571","80,448","71,097","54,063","102,055","1,661","12,600","","548,714","109,972","64,376","65,313","56,779","48,919","203,355","27,255"
"    Margin of Error","","±2,129","±8,650","±8,284","±1.2","±0.7","","±2,129","±1,897","±1,352","±2,753","±2,280","±4,432","±5,138","±7,257","±546","±555","","±2,129","±1,612","±2,319","±4,617","±3,248","±5,298","±5,614","±6,478","±5,164","±4,317","±8,677","","±2,129","±7,913","±6,474","±9,898","±9,142","±6,832","±4,117","±2,356","±1,403","±2,259","±0.2","","±2,129","±8,160","±10,046","±9,699","±6,427","±2,777","±1,214","","±8,650","±6,034","±10,368","±0.05","±0.03","","±8,650","±7,966","±9,548","±6,852","±5,778","±4,813","±4,103","","±8,650","±11,300","±8,255","±2,569","±848","","±8,650","±9,582","±2,345","±9,051","±7,469","±180","±481","±277","±2,630","±2,881","","±8,650","±984","±1,599","±3,957","","±8,650","±8,622","±3,209","±2,931","","±6,034","±989","±777","±759","±473","±1,215","±2,583","±3,869","±4,792","±44,819","","±6,034","±4,309","±4,713","","±4,309","±574","±1,102","±1,470","±1,930","±1,719","±1,756","±3,904","±183","±4,713","±2,721","±1,467","±1,438","±1,413","±1,202","±3,200","±82","","±4,287","±3,276","±2,177","±1,725","±1,592","±2,570","±325","±4,743","±3,782","±2,006","±1,826","±1,052","±1,012","±773","±1,855","±794","","±10,331","±4,160","±5,529","±4,566","±5,725","±5,408","±4,407","±5,866","±38","±2,806","","±11,082","±5,539","±4,919","±5,354","±4,941","±4,013","±8,717","±3,477"
"    Percent","","875,990","85.4%","14.6%","(X)","(X)","","875,990","1.1%","0.7%","1.2%","2.1%","5.0%","11.5%","78.3%","0.1%","0.1%","","875,990","0.7%","1.9%","6.5%","3.8%","6.7%","7.9%","12.8%","9.1%","7.0%","43.5%","","875,990","13.1%","11.3%","30.1%","24.3%","11.8%","4.8%","2.2%","0.8%","1.5%","(X)","","875,990","15.5%","39.0%","29.9%","12.3%","2.5%","0.7%","","748,293","23.0%","77.0%","(X)","(X)","","748,293","18.2%","31.3%","20.5%","13.0%","7.1%","9.8%","","748,293","76.0%","21.3%","2.5%","0.3%","","748,293","40.3%","1.6%","28.4%","23.7%","0.0%","0.1%","0.0%","2.8%","3.1%","","748,293","0.4%","1.1%","4.5%","","748,293","93.7%","3.4%","2.8%","","172,324","2.1%","1.5%","1.1%","0.4%","2.5%","12.2%","30.0%","50.2%","(X)","","172,324","51.6%","48.4%","","88,861","1.0%","3.7%","8.8%","11.8%","11.2%","10.5%","53.0%","(X)","83,463","25.3%","8.3%","7.0%","6.9%","6.6%","45.9%","(X)","","88,457","54.5%","12.6%","7.0%","6.3%","19.6%","(X)","81,778","56.8%","11.0%","7.8%","4.9%","2.8%","2.7%","14.0%","(X)","","563,369","11.7%","17.6%","16.1%","14.3%","12.6%","9.6%","18.1%","(X)","(X)","","548,714","20.0%","11.7%","11.9%","10.3%","8.9%","37.1%","(X)"
"    Percent Margin of Error","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±0.2","±0.2","±0.3","±0.3","±0.5","±0.6","±0.8","±0.1","±0.1","","(X)","±0.2","±0.3","±0.5","±0.4","±0.6","±0.6","±0.7","±0.6","±0.5","±1.0","","(X)","±0.9","±0.7","±1.1","±1.0","±0.8","±0.5","±0.3","±0.2","±0.3","(X)","","(X)","±0.9","±1.1","±1.1","±0.7","±0.3","±0.1","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±1.0","±1.2","±0.9","±0.8","±0.6","±0.6","","(X)","±1.1","±1.1","±0.3","±0.1","","(X)","±1.1","±0.3","±1.1","±1.0","±0.1","±0.1","±0.1","±0.4","±0.4","","(X)","±0.1","±0.2","±0.5","","(X)","±0.5","±0.4","±0.4","","(X)","±0.6","±0.5","±0.4","±0.3","±0.7","±1.4","±2.0","±2.2","(X)","","(X)","±2.0","±2.0","","(X)","±0.6","±1.2","±1.6","±2.2","±1.9","±1.9","±3.2","(X)","(X)","±2.7","±1.8","±1.7","±1.6","±1.5","±2.8","(X)","","(X)","±2.8","±2.4","±1.9","±1.7","±2.8","(X)","(X)","±3.3","±2.3","±2.2","±1.3","±1.2","±1.0","±2.1","(X)","","(X)","±0.8","±0.9","±0.8","±1.0","±0.9","±0.8","±0.9","(X)","(X)","","(X)","±0.9","±0.9","±0.9","±0.9","±0.7","±1.3","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","851,576","761,819","89,757","1.6","2.8","","851,576","158,323","73,362","174,184","94,767","46,431","28,778","274,315","1,193","223","","851,576","5,128","13,312","38,920","24,528","29,344","46,877","118,362","160,093","129,461","285,551","","851,576","46,872","31,929","184,711","209,484","152,796","119,537","45,938","25,898","34,411","4.3","","851,576","51,370","220,861","269,185","235,032","53,487","21,641","","761,819","335,984","425,835","3.23","2.87","","761,819","90,548","220,481","206,096","114,532","55,940","74,222","","761,819","282,086","308,289","129,185","42,259","","761,819","585,037","15,667","46,702","99,146","372","245","151","7,186","7,313","","761,819","1,727","4,648","16,883","","761,819","691,657","44,987","25,175","","335,984","7,027","3,482","8,207","14,450","35,949","95,660","149,970","21,239","508,000","","335,984","196,737","139,247","","196,737","1,761","12,134","19,103","30,722","40,491","35,832","56,694","2,428","139,247","17,903","8,842","15,525","25,847","30,865","40,265","819","","195,758","57,237","22,555","21,916","16,074","77,976","979","137,617","49,768","21,972","14,259","9,453","7,939","5,216","29,010","1,630","","408,030","22,698","53,966","142,622","128,743","41,350","10,031","8,620","1,452","17,805","","400,483","46,223","43,207","46,087","40,971","36,749","187,246","25,352"
"    Margin of Error","","±1,116","±5,689","±5,245","±0.4","±0.5","","±1,116","±3,845","±3,283","±5,141","±4,797","±2,833","±2,595","±5,767","±555","±358","","±1,116","±1,106","±1,595","±2,742","±2,288","±2,770","±3,225","±5,336","±5,770","±4,866","±5,560","","±1,116","±3,720","±2,299","±6,271","±6,665","±5,548","±4,641","±2,976","±1,794","±2,430","±0.1","","±1,116","±3,750","±5,960","±6,552","±6,235","±3,594","±1,937","","±5,689","±6,461","±7,016","±0.05","±0.04","","±5,689","±4,641","±7,196","±5,917","±5,434","±3,201","±3,267","","±5,689","±7,179","±7,187","±4,535","±2,867","","±5,689","±7,969","±1,753","±3,161","±4,008","±248","±248","±165","±1,395","±1,206","","±5,689","±626","±899","±2,372","","±5,689","±6,572","±3,337","±2,294","","±6,461","±1,356","±805","±1,351","±1,546","±2,743","±3,552","±4,113","±2,031","±9,433","","±6,461","±5,326","±5,070","","±5,326","±587","±1,644","±1,822","±2,586","±2,579","±2,348","±3,069","±36","±5,070","±2,235","±1,606","±1,411","±2,204","±2,479","±2,652","±15","","±5,326","±2,978","±1,920","±2,064","±1,630","±4,090","±429","±5,086","±3,409","±1,781","±1,583","±1,364","±1,231","±939","±2,157","±654","","±6,773","±2,415","±3,322","±5,156","±5,233","±3,016","±1,706","±1,496","±15","±2,419","","±6,559","±3,039","±3,541","±3,405","±3,150","±2,666","±6,330","±2,847"
"    Percent","","851,576","89.5%","10.5%","(X)","(X)","","851,576","18.6%","8.6%","20.5%","11.1%","5.5%","3.4%","32.2%","0.1%","0.0%","","851,576","0.6%","1.6%","4.6%","2.9%","3.4%","5.5%","13.9%","18.8%","15.2%","33.5%","","851,576","5.5%","3.7%","21.7%","24.6%","17.9%","14.0%","5.4%","3.0%","4.0%","(X)","","851,576","6.0%","25.9%","31.6%","27.6%","6.3%","2.5%","","761,819","44.1%","55.9%","(X)","(X)","","761,819","11.9%","28.9%","27.1%","15.0%","7.3%","9.7%","","761,819","37.0%","40.5%","17.0%","5.5%","","761,819","76.8%","2.1%","6.1%","13.0%","0.0%","0.0%","0.0%","0.9%","1.0%","","761,819","0.2%","0.6%","2.2%","","761,819","90.8%","5.9%","3.3%","","335,984","2.1%","1.0%","2.4%","4.3%","10.7%","28.5%","44.6%","6.3%","(X)","","335,984","58.6%","41.4%","","196,737","0.9%","6.2%","9.7%","15.6%","20.6%","18.2%","28.8%","(X)","139,247","12.9%","6.3%","11.1%","18.6%","22.2%","28.9%","(X)","","195,758","29.2%","11.5%","11.2%","8.2%","39.8%","(X)","137,617","36.2%","16.0%","10.4%","6.9%","5.8%","3.8%","21.1%","(X)","","408,030","5.6%","13.2%","35.0%","31.6%","10.1%","2.5%","2.1%","(X)","(X)","","400,483","11.5%","10.8%","11.5%","10.2%","9.2%","46.8%","(X)"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","(X)","","(X)","±0.5","±0.4","±0.6","±0.6","±0.3","±0.3","±0.7","±0.1","±0.1","","(X)","±0.1","±0.2","±0.3","±0.3","±0.3","±0.4","±0.6","±0.7","±0.6","±0.6","","(X)","±0.4","±0.3","±0.7","±0.8","±0.7","±0.5","±0.4","±0.2","±0.3","(X)","","(X)","±0.4","±0.7","±0.8","±0.7","±0.4","±0.2","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.6","±0.9","±0.8","±0.7","±0.4","±0.4","","(X)","±0.9","±0.9","±0.6","±0.4","","(X)","±0.7","±0.2","±0.4","±0.5","±0.1","±0.1","±0.1","±0.2","±0.2","","(X)","±0.1","±0.1","±0.3","","(X)","±0.5","±0.4","±0.3","","(X)","±0.4","±0.2","±0.4","±0.4","±0.7","±0.9","±1.1","±0.6","(X)","","(X)","±1.2","±1.2","","(X)","±0.3","±0.8","±0.9","±1.2","±1.3","±1.1","±1.3","(X)","(X)","±1.4","±1.1","±1.0","±1.5","±1.6","±1.6","(X)","","(X)","±1.2","±1.0","±1.0","±0.8","±1.8","(X)","(X)","±1.8","±1.2","±1.1","±1.0","±0.9","±0.7","±1.5","(X)","","(X)","±0.6","±0.8","±1.2","±1.1","±0.7","±0.4","±0.4","(X)","(X)","","(X)","±0.7","±0.8","±0.9","±0.8","±0.6","±1.3","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","179,391","164,289","15,102","2.3","6.7","","179,391","65,519","41,674","41,450","7,317","3,153","1,983","17,877","418","0","","179,391","837","2,633","14,539","19,131","27,151","31,369","24,369","17,357","6,342","35,663","","179,391","4,332","3,503","20,745","22,038","31,288","42,904","25,585","12,634","16,362","5.7","","179,391","4,573","25,814","36,050","80,371","24,003","8,580","","164,289","115,862","48,427","2.98","2.55","","164,289","18,594","37,132","47,828","29,846","13,697","17,192","","164,289","29,423","58,097","54,346","22,423","","164,289","144,480","1,672","7,229","8,582","0","281","519","753","773","","164,289","267","515","3,915","","164,289","157,236","5,087","1,966","","115,862","913","850","864","1,126","8,327","52,758","47,660","3,364","477,100","","115,862","80,564","35,298","","80,564","111","2,279","8,360","12,756","20,368","15,695","20,995","2,412","35,298","343","1,032","5,286","10,144","9,168","9,325","818","","79,505","24,605","12,898","9,152","6,301","26,549","1,059","34,453","10,627","7,079","3,021","2,859","2,125","1,285","7,457","845","","46,310","5,718","8,418","18,389","9,909","3,115","479","282","1,245","2,117","","42,620","4,595","5,095","5,305","3,316","3,907","20,402","5,807"
"    Margin of Error","","±474","±2,449","±2,367","±1.0","±1.8","","±474","±3,510","±2,854","±3,009","±1,593","±766","±647","±1,684","±277","±192","","±474","±495","±857","±1,944","±2,344","±2,390","±2,691","±1,895","±2,412","±1,358","±2,617","","±474","±1,173","±884","±2,562","±1,920","±3,061","±3,194","±2,278","±1,737","±1,979","±0.1","","±474","±1,135","±2,761","±2,886","±3,189","±2,605","±1,595","","±2,449","±3,264","±3,087","±0.06","±0.10","","±2,449","±2,544","±3,281","±3,212","±2,148","±1,335","±1,547","","±2,449","±3,188","±3,421","±3,316","±2,336","","±2,449","±3,082","±559","±1,034","±1,403","±192","±289","±449","±383","±389","","±2,449","±250","±303","±979","","±2,449","±2,768","±1,282","±738","","±3,264","±428","±433","±419","±408","±1,338","±3,017","±2,784","±719","±7,609","","±3,264","±3,433","±2,499","","±3,433","±136","±656","±1,488","±1,586","±2,204","±1,878","±2,292","±50","±2,499","±250","±436","±937","±1,388","±1,358","±1,317","±24","","±3,547","±2,288","±1,741","±1,487","±1,221","±2,547","±560","±2,426","±1,376","±1,214","±841","±719","±630","±488","±1,173","±499","","±2,915","±1,335","±1,834","±1,994","±1,703","±975","±358","±217","±51","±836","","±2,996","±1,190","±1,466","±1,415","±998","±1,264","±2,575","±1,362"
"    Percent","","179,391","91.6%","8.4%","(X)","(X)","","179,391","36.5%","23.2%","23.1%","4.1%","1.8%","1.1%","10.0%","0.2%","0.0%","","179,391","0.5%","1.5%","8.1%","10.7%","15.1%","17.5%","13.6%","9.7%","3.5%","19.9%","","179,391","2.4%","2.0%","11.6%","12.3%","17.4%","23.9%","14.3%","7.0%","9.1%","(X)","","179,391","2.5%","14.4%","20.1%","44.8%","13.4%","4.8%","","164,289","70.5%","29.5%","(X)","(X)","","164,289","11.3%","22.6%","29.1%","18.2%","8.3%","10.5%","","164,289","17.9%","35.4%","33.1%","13.6%","","164,289","87.9%","1.0%","4.4%","5.2%","0.0%","0.2%","0.3%","0.5%","0.5%","","164,289","0.2%","0.3%","2.4%","","164,289","95.7%","3.1%","1.2%","","115,862","0.8%","0.7%","0.7%","1.0%","7.2%","45.5%","41.1%","2.9%","(X)","","115,862","69.5%","30.5%","","80,564","0.1%","2.8%","10.4%","15.8%","25.3%","19.5%","26.1%","(X)","35,298","1.0%","2.9%","15.0%","28.7%","26.0%","26.4%","(X)","","79,505","30.9%","16.2%","11.5%","7.9%","33.4%","(X)","34,453","30.8%","20.5%","8.8%","8.3%","6.2%","3.7%","21.6%","(X)","","46,310","12.3%","18.2%","39.7%","21.4%","6.7%","1.0%","0.6%","(X)","(X)","","42,620","10.8%","12.0%","12.4%","7.8%","9.2%","47.9%","(X)"
