"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1979 and earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $500","GROSS RENT!!Occupied units paying rent!!$500 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"    Estimate","","886,384","764,218","122,166","2.4","4.7","","886,384","11,112","7,629","8,015","17,953","50,874","93,977","695,861","673","290","","886,384","9,326","16,334","59,616","34,964","56,727","73,316","110,835","85,511","62,362","377,393","","886,384","110,418","107,334","257,096","217,547","107,158","45,608","16,122","11,415","13,686","3.4","","886,384","133,821","331,653","281,369","105,126","25,877","8,538","","764,218","188,435","575,783","2.02","2.13","","764,218","220,961","172,810","148,770","96,269","53,368","72,040","","764,218","594,840","147,126","17,173","5,079","","764,218","335,200","15,405","194,144","170,207","235","213","555","20,375","27,884","","764,218","4,157","9,585","10,951","","764,218","715,134","24,225","24,859","","188,435","3,780","1,632","2,418","1,379","4,870","18,741","64,270","91,345","976,100","","188,435","95,291","93,144","","95,291","542","4,925","6,227","11,380","9,620","11,669","50,928","3,169","93,144","21,146","5,436","7,959","7,889","7,047","43,667","965","","94,242","49,111","11,390","5,975","5,759","22,007","1,049","91,270","53,062","9,381","8,178","3,907","3,658","1,645","11,439","1,874","","566,773","70,007","95,242","102,487","77,416","72,388","50,367","98,866","1,601","9,010","","555,447","116,887","66,818","65,745","61,177","46,596","198,224","20,336"
"    Margin of Error","","±1,702","±7,019","±7,281","±0.9","±0.7","","±1,702","±2,005","±1,905","±2,299","±2,555","±4,512","±7,112","±8,266","±495","±319","","±1,702","±1,827","±2,328","±4,401","±3,804","±4,429","±5,330","±6,614","±5,916","±4,906","±10,008","","±1,702","±6,090","±6,223","±10,294","±8,557","±6,441","±4,609","±2,589","±2,359","±2,423","±0.1","","±1,702","±7,230","±10,626","±9,957","±6,437","±3,307","±1,874","","±7,019","±8,035","±10,276","±0.05","±0.03","","±7,019","±8,099","±7,486","±7,013","±6,792","±4,844","±4,648","","±7,019","±8,525","±6,103","±2,500","±1,778","","±7,019","±8,480","±2,090","±7,210","±6,517","±295","±249","±371","±2,885","±3,109","","±7,019","±1,443","±2,134","±2,366","","±7,019","±8,160","±3,252","±2,796","","±8,035","±1,071","±610","±996","±596","±1,416","±2,948","±4,430","±6,255","±35,100","","±8,035","±6,305","±5,816","","±6,305","±399","±1,126","±1,524","±2,334","±1,732","±2,340","±4,774","±152","±5,816","±2,474","±1,480","±2,405","±1,909","±1,708","±4,256","±94","","±6,389","±3,664","±2,050","±1,562","±1,492","±4,009","±668","±5,731","±4,955","±1,753","±2,288","±1,372","±1,522","±713","±2,250","±1,034","","±10,174","±5,082","±6,028","±6,044","±5,727","±5,981","±4,266","±5,692","±41","±1,862","","±9,641","±6,585","±4,941","±5,260","±4,440","±4,140","±8,527","±2,899"
"    Percent","","886,384","86.2%","13.8%","(X)","(X)","","886,384","1.3%","0.9%","0.9%","2.0%","5.7%","10.6%","78.5%","0.1%","0.0%","","886,384","1.1%","1.8%","6.7%","3.9%","6.4%","8.3%","12.5%","9.6%","7.0%","42.6%","","886,384","12.5%","12.1%","29.0%","24.5%","12.1%","5.1%","1.8%","1.3%","1.5%","(X)","","886,384","15.1%","37.4%","31.7%","11.9%","2.9%","1.0%","","764,218","24.7%","75.3%","(X)","(X)","","764,218","28.9%","22.6%","19.5%","12.6%","7.0%","9.4%","","764,218","77.8%","19.3%","2.2%","0.7%","","764,218","43.9%","2.0%","25.4%","22.3%","0.0%","0.0%","0.1%","2.7%","3.6%","","764,218","0.5%","1.3%","1.4%","","764,218","93.6%","3.2%","3.3%","","188,435","2.0%","0.9%","1.3%","0.7%","2.6%","9.9%","34.1%","48.5%","(X)","","188,435","50.6%","49.4%","","95,291","0.6%","5.2%","6.5%","11.9%","10.1%","12.2%","53.4%","(X)","93,144","22.7%","5.8%","8.5%","8.5%","7.6%","46.9%","(X)","","94,242","52.1%","12.1%","6.3%","6.1%","23.4%","(X)","91,270","58.1%","10.3%","9.0%","4.3%","4.0%","1.8%","12.5%","(X)","","566,773","12.4%","16.8%","18.1%","13.7%","12.8%","8.9%","17.4%","(X)","(X)","","555,447","21.0%","12.0%","11.8%","11.0%","8.4%","35.7%","(X)"
"    Percent Margin of Error","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.2","±0.2","±0.3","±0.3","±0.5","±0.8","±0.9","±0.1","±0.1","","(X)","±0.2","±0.3","±0.5","±0.4","±0.5","±0.6","±0.7","±0.7","±0.6","±1.1","","(X)","±0.7","±0.7","±1.2","±1.0","±0.7","±0.5","±0.3","±0.3","±0.3","(X)","","(X)","±0.8","±1.2","±1.1","±0.7","±0.4","±0.2","","(X)","±1.1","±1.1","(X)","(X)","","(X)","±1.0","±1.0","±1.0","±0.9","±0.6","±0.6","","(X)","±0.8","±0.8","±0.3","±0.2","","(X)","±1.0","±0.3","±0.9","±0.8","±0.1","±0.1","±0.1","±0.4","±0.4","","(X)","±0.2","±0.3","±0.3","","(X)","±0.6","±0.4","±0.4","","(X)","±0.6","±0.3","±0.5","±0.3","±0.7","±1.5","±2.1","±2.3","(X)","","(X)","±2.4","±2.4","","(X)","±0.4","±1.2","±1.5","±2.4","±1.8","±2.2","±3.2","(X)","(X)","±2.5","±1.6","±2.3","±1.9","±1.8","±3.7","(X)","","(X)","±3.7","±2.0","±1.6","±1.6","±3.3","(X)","(X)","±4.0","±1.9","±2.4","±1.5","±1.6","±0.8","±2.3","(X)","","(X)","±0.9","±1.1","±1.0","±1.0","±1.0","±0.7","±0.9","(X)","(X)","","(X)","±1.1","±0.9","±0.9","±0.8","±0.8","±1.4","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","857,250","769,258","87,992","1.2","3.0","","857,250","156,959","72,776","177,407","90,970","47,730","32,869","277,691","702","146","","857,250","7,038","16,714","37,162","22,099","31,307","49,818","113,651","168,672","130,928","279,861","","857,250","47,733","33,563","191,744","196,546","150,154","126,817","51,255","26,674","32,764","4.3","","857,250","53,478","220,934","267,725","239,227","55,804","20,082","","769,258","340,570","428,688","3.22","2.88","","769,258","158,863","177,868","197,409","108,544","56,125","70,449","","769,258","289,356","308,481","131,076","40,345","","769,258","597,416","16,257","49,062","91,119","506","182","488","6,724","7,504","","769,258","1,046","4,673","8,002","","769,258","699,103","44,108","26,047","","340,570","4,979","3,434","7,102","12,533","32,494","91,315","158,080","30,633","545,800","","340,570","198,659","141,911","","198,659","1,880","13,083","18,327","31,344","36,867","36,780","60,378","2,471","141,911","19,994","8,067","12,730","25,494","30,856","44,770","836","","198,054","61,876","21,400","21,074","16,254","77,450","605","139,960","51,334","21,565","14,969","9,536","8,210","5,277","29,069","1,951","","415,579","19,100","49,604","139,126","138,794","46,429","13,550","8,976","1,500","13,109","","407,825","49,982","46,285","49,611","41,965","37,348","182,634","20,863"
"    Margin of Error","","±832","±5,311","±5,327","±0.3","±0.6","","±832","±4,795","±3,470","±6,346","±4,619","±3,345","±2,859","±6,106","±417","±147","","±832","±1,281","±2,352","±3,102","±2,227","±2,988","±4,096","±5,456","±6,111","±5,620","±7,121","","±832","±3,598","±2,611","±5,936","±6,405","±5,360","±5,279","±2,640","±3,086","±1,996","±0.1","","±832","±3,921","±6,527","±8,033","±5,981","±3,867","±1,701","","±5,311","±5,953","±7,504","±0.05","±0.03","","±5,311","±5,211","±5,262","±6,080","±4,977","±3,615","±3,470","","±5,311","±6,657","±7,887","±4,703","±2,836","","±5,311","±6,777","±1,509","±3,433","±4,940","±465","±169","±298","±1,125","±1,191","","±5,311","±421","±1,194","±1,429","","±5,311","±6,121","±3,242","±3,044","","±5,953","±998","±860","±1,164","±1,494","±2,814","±3,750","±4,447","±3,141","±8,094","","±5,953","±5,439","±5,083","","±5,439","±741","±1,435","±1,965","±2,234","±2,562","±2,551","±3,385","±38","±5,083","±2,312","±1,452","±1,788","±2,029","±2,855","±3,444","±18","","±5,543","±3,256","±2,147","±2,310","±1,930","±3,673","±368","±5,031","±2,948","±2,052","±1,511","±1,448","±1,181","±1,117","±3,419","±863","","±7,476","±2,453","±3,592","±5,975","±5,118","±3,522","±1,645","±1,189","±16","±1,748","","±7,546","±3,374","±3,738","±3,417","±3,237","±3,625","±6,624","±2,326"
"    Percent","","857,250","89.7%","10.3%","(X)","(X)","","857,250","18.3%","8.5%","20.7%","10.6%","5.6%","3.8%","32.4%","0.1%","0.0%","","857,250","0.8%","1.9%","4.3%","2.6%","3.7%","5.8%","13.3%","19.7%","15.3%","32.6%","","857,250","5.6%","3.9%","22.4%","22.9%","17.5%","14.8%","6.0%","3.1%","3.8%","(X)","","857,250","6.2%","25.8%","31.2%","27.9%","6.5%","2.3%","","769,258","44.3%","55.7%","(X)","(X)","","769,258","20.7%","23.1%","25.7%","14.1%","7.3%","9.2%","","769,258","37.6%","40.1%","17.0%","5.2%","","769,258","77.7%","2.1%","6.4%","11.8%","0.1%","0.0%","0.1%","0.9%","1.0%","","769,258","0.1%","0.6%","1.0%","","769,258","90.9%","5.7%","3.4%","","340,570","1.5%","1.0%","2.1%","3.7%","9.5%","26.8%","46.4%","9.0%","(X)","","340,570","58.3%","41.7%","","198,659","0.9%","6.6%","9.2%","15.8%","18.6%","18.5%","30.4%","(X)","141,911","14.1%","5.7%","9.0%","18.0%","21.7%","31.5%","(X)","","198,054","31.2%","10.8%","10.6%","8.2%","39.1%","(X)","139,960","36.7%","15.4%","10.7%","6.8%","5.9%","3.8%","20.8%","(X)","","415,579","4.6%","11.9%","33.5%","33.4%","11.2%","3.3%","2.2%","(X)","(X)","","407,825","12.3%","11.3%","12.2%","10.3%","9.2%","44.8%","(X)"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","(X)","","(X)","±0.6","±0.4","±0.7","±0.5","±0.4","±0.3","±0.7","±0.1","±0.1","","(X)","±0.1","±0.3","±0.4","±0.3","±0.3","±0.5","±0.6","±0.7","±0.7","±0.8","","(X)","±0.4","±0.3","±0.7","±0.7","±0.6","±0.6","±0.3","±0.4","±0.2","(X)","","(X)","±0.5","±0.8","±0.9","±0.7","±0.5","±0.2","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.6","±0.7","±0.8","±0.7","±0.5","±0.5","","(X)","±0.8","±0.9","±0.6","±0.4","","(X)","±0.8","±0.2","±0.4","±0.6","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","±0.1","±0.2","±0.2","","(X)","±0.5","±0.4","±0.4","","(X)","±0.3","±0.3","±0.3","±0.4","±0.8","±1.0","±1.1","±0.9","(X)","","(X)","±1.3","±1.3","","(X)","±0.4","±0.7","±0.9","±1.1","±1.2","±1.2","±1.4","(X)","(X)","±1.5","±1.1","±1.2","±1.4","±1.7","±2.2","(X)","","(X)","±1.5","±1.0","±1.1","±1.0","±1.5","(X)","(X)","±1.9","±1.4","±1.1","±1.0","±0.8","±0.8","±2.1","(X)","","(X)","±0.6","±0.9","±1.2","±1.1","±0.8","±0.4","±0.3","(X)","(X)","","(X)","±0.8","±0.9","±0.9","±0.8","±0.9","±1.3","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","180,572","165,990","14,582","2.2","7.0","","180,572","61,458","48,601","39,387","5,259","4,230","2,307","18,937","393","0","","180,572","1,083","1,798","15,846","21,774","25,615","29,352","28,129","14,220","6,925","35,830","","180,572","4,523","4,272","21,432","22,700","29,064","43,498","23,283","14,699","17,101","5.7","","180,572","4,931","25,762","36,593","81,084","25,096","7,106","","165,990","115,499","50,491","3.02","2.45","","165,990","29,560","29,813","48,734","26,558","14,982","16,343","","165,990","26,658","57,344","58,115","23,873","","165,990","146,477","2,698","6,222","8,645","0","123","391","762","672","","165,990","958","930","2,900","","165,990","158,649","4,900","2,441","","115,499","1,490","1,192","1,408","823","6,784","45,844","53,389","4,569","501,300","","115,499","78,879","36,620","","78,879","131","2,619","8,754","15,409","16,847","15,585","19,534","2,372","36,620","531","743","4,301","9,510","9,252","12,283","861","","78,172","26,451","11,303","10,047","6,148","24,223","707","35,896","12,348","5,518","4,159","2,121","1,737","1,786","8,227","724","","48,353","6,787","9,118","13,568","11,176","6,259","1,115","330","1,286","2,138","","45,562","7,184","4,244","4,036","4,697","3,867","21,534","4,929"
"    Margin of Error","","±536","±2,568","±2,582","±0.8","±2.2","","±536","±3,354","±2,966","±3,561","±1,050","±1,260","±617","±2,035","±267","±200","","±536","±500","±718","±2,280","±2,573","±2,240","±2,560","±2,557","±1,955","±1,264","±3,113","","±536","±1,187","±1,116","±2,493","±2,682","±2,809","±3,249","±2,451","±1,846","±1,730","±0.1","","±536","±1,269","±2,828","±3,177","±4,095","±2,531","±1,198","","±2,568","±3,413","±3,216","±0.06","±0.12","","±2,568","±2,710","±2,696","±3,770","±2,609","±1,807","±1,799","","±2,568","±2,998","±3,140","±2,797","±2,122","","±2,568","±3,097","±661","±1,287","±1,319","±200","±143","±351","±308","±361","","±2,568","±595","±583","±1,014","","±2,568","±2,790","±1,336","±899","","±3,413","±526","±501","±595","±367","±1,054","±2,998","±3,167","±1,027","±13,279","","±3,413","±3,308","±2,814","","±3,308","±129","±686","±1,898","±1,865","±2,277","±1,846","±2,065","±63","±2,814","±311","±372","±1,016","±1,565","±1,491","±1,686","±27","","±3,304","±2,383","±1,850","±1,644","±1,548","±2,342","±520","±2,746","±1,789","±1,145","±974","±683","±597","±661","±1,409","±574","","±3,049","±1,488","±1,770","±1,699","±1,964","±1,684","±534","±211","±73","±825","","±3,314","±1,386","±1,243","±974","±1,133","±1,233","±2,811","±1,141"
"    Percent","","180,572","91.9%","8.1%","(X)","(X)","","180,572","34.0%","26.9%","21.8%","2.9%","2.3%","1.3%","10.5%","0.2%","0.0%","","180,572","0.6%","1.0%","8.8%","12.1%","14.2%","16.3%","15.6%","7.9%","3.8%","19.8%","","180,572","2.5%","2.4%","11.9%","12.6%","16.1%","24.1%","12.9%","8.1%","9.5%","(X)","","180,572","2.7%","14.3%","20.3%","44.9%","13.9%","3.9%","","165,990","69.6%","30.4%","(X)","(X)","","165,990","17.8%","18.0%","29.4%","16.0%","9.0%","9.8%","","165,990","16.1%","34.5%","35.0%","14.4%","","165,990","88.2%","1.6%","3.7%","5.2%","0.0%","0.1%","0.2%","0.5%","0.4%","","165,990","0.6%","0.6%","1.7%","","165,990","95.6%","3.0%","1.5%","","115,499","1.3%","1.0%","1.2%","0.7%","5.9%","39.7%","46.2%","4.0%","(X)","","115,499","68.3%","31.7%","","78,879","0.2%","3.3%","11.1%","19.5%","21.4%","19.8%","24.8%","(X)","36,620","1.5%","2.0%","11.7%","26.0%","25.3%","33.5%","(X)","","78,172","33.8%","14.5%","12.9%","7.9%","31.0%","(X)","35,896","34.4%","15.4%","11.6%","5.9%","4.8%","5.0%","22.9%","(X)","","48,353","14.0%","18.9%","28.1%","23.1%","12.9%","2.3%","0.7%","(X)","(X)","","45,562","15.8%","9.3%","8.9%","10.3%","8.5%","47.3%","(X)"
