"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit","HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2017 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2016","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $500","GROSS RENT!!Occupied units paying rent!!$500 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!Occupied units paying rent!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed"
"Bronx borough, Bronx County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","532,509","507,370","25,139","0.7","2.1","","532,509","32,229","22,889","47,809","40,522","20,169","29,567","337,748","621","955","","532,509","6,813","9,871","29,101","21,477","20,171","43,677","78,052","69,646","44,864","208,837","","532,509","39,961","20,304","148,917","159,861","91,825","41,168","11,769","6,522","12,182","3.9","","532,509","43,859","172,174","178,655","108,295","19,726","9,800","","507,370","93,671","413,699","2.94","2.69","","507,370","56,658","74,764","115,048","130,905","62,708","67,287","","507,370","306,818","149,984","38,940","11,628","","507,370","229,492","10,838","60,902","179,811","1,285","89","422","7,343","17,188","","507,370","5,171","6,022","16,700","","507,370","443,919","38,612","24,839","","93,671","8,814","1,605","4,058","3,923","10,418","30,949","31,150","2,754","436,100","","93,671","52,567","41,104","","52,567","863","3,971","5,312","6,687","8,255","9,689","17,790","2,562","41,104","12,043","2,444","2,913","4,449","6,613","12,642","809","","52,420","16,626","6,300","4,651","3,654","21,189","147","39,788","18,947","4,258","3,324","2,439","1,770","2,054","6,996","1,316","","403,498","65,499","76,328","159,903","78,652","19,579","2,456","1,081","1,188","10,201","","394,088","39,706","35,915","40,593","36,722","39,349","201,803","19,611"
"    Margin of Error","","±1,274","±2,944","±2,542","±0.5","±0.4","","±1,274","±3,043","±2,311","±3,437","±3,489","±2,383","±2,840","±5,931","±436","±643","","±1,274","±1,457","±1,862","±2,739","±2,256","±2,224","±3,455","±5,017","±4,586","±3,223","±6,235","","±1,274","±3,247","±2,374","±6,162","±6,634","±5,549","±3,622","±1,696","±1,308","±1,639","±0.2","","±1,274","±3,425","±6,255","±6,113","±5,245","±2,255","±1,561","","±2,944","±3,578","±4,701","±0.10","±0.03","","±2,944","±4,031","±5,265","±5,191","±5,969","±4,293","±3,744","","±2,944","±5,419","±5,400","±3,335","±1,671","","±2,944","±7,023","±1,582","±4,497","±6,739","±809","±148","±348","±1,245","±2,550","","±2,944","±1,508","±1,107","±2,351","","±2,944","±5,493","±3,753","±2,679","","±3,578","±1,994","±598","±1,095","±929","±1,866","±2,652","±2,589","±901","±13,932","","±3,578","±3,257","±3,025","","±3,257","±615","±1,017","±1,054","±1,412","±1,543","±1,770","±2,157","±105","±3,025","±2,357","±752","±889","±985","±1,279","±1,539","±62","","±3,252","±2,084","±1,307","±1,050","±1,120","±2,545","±150","±2,958","±2,541","±833","±901","±800","±628","±590","±1,459","±633","","±4,965","±4,251","±4,121","±6,849","±4,547","±2,199","±815","±525","±14","±1,719","","±5,236","±3,501","±3,348","±3,597","±4,120","±3,477","±6,661","±2,643"
"    Percent","","532,509","95.3%","4.7%","(X)","(X)","","532,509","6.1%","4.3%","9.0%","7.6%","3.8%","5.6%","63.4%","0.1%","0.2%","","532,509","1.3%","1.9%","5.5%","4.0%","3.8%","8.2%","14.7%","13.1%","8.4%","39.2%","","532,509","7.5%","3.8%","28.0%","30.0%","17.2%","7.7%","2.2%","1.2%","2.3%","(X)","","532,509","8.2%","32.3%","33.5%","20.3%","3.7%","1.8%","","507,370","18.5%","81.5%","(X)","(X)","","507,370","11.2%","14.7%","22.7%","25.8%","12.4%","13.3%","","507,370","60.5%","29.6%","7.7%","2.3%","","507,370","45.2%","2.1%","12.0%","35.4%","0.3%","0.0%","0.1%","1.4%","3.4%","","507,370","1.0%","1.2%","3.3%","","507,370","87.5%","7.6%","4.9%","","93,671","9.4%","1.7%","4.3%","4.2%","11.1%","33.0%","33.3%","2.9%","(X)","","93,671","56.1%","43.9%","","52,567","1.6%","7.6%","10.1%","12.7%","15.7%","18.4%","33.8%","(X)","41,104","29.3%","5.9%","7.1%","10.8%","16.1%","30.8%","(X)","","52,420","31.7%","12.0%","8.9%","7.0%","40.4%","(X)","39,788","47.6%","10.7%","8.4%","6.1%","4.4%","5.2%","17.6%","(X)","","403,498","16.2%","18.9%","39.6%","19.5%","4.9%","0.6%","0.3%","(X)","(X)","","394,088","10.1%","9.1%","10.3%","9.3%","10.0%","51.2%","(X)"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","(X)","","(X)","±0.6","±0.4","±0.6","±0.7","±0.4","±0.5","±1.1","±0.1","±0.1","","(X)","±0.3","±0.3","±0.5","±0.4","±0.4","±0.6","±0.9","±0.9","±0.6","±1.2","","(X)","±0.6","±0.4","±1.1","±1.3","±1.0","±0.7","±0.3","±0.2","±0.3","(X)","","(X)","±0.6","±1.2","±1.2","±1.0","±0.4","±0.3","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±0.8","±1.0","±1.0","±1.2","±0.8","±0.8","","(X)","±1.1","±1.0","±0.7","±0.3","","(X)","±1.4","±0.3","±0.9","±1.3","±0.2","±0.1","±0.1","±0.2","±0.5","","(X)","±0.3","±0.2","±0.5","","(X)","±1.0","±0.7","±0.5","","(X)","±2.0","±0.6","±1.2","±1.0","±1.9","±2.3","±2.8","±1.0","(X)","","(X)","±2.8","±2.8","","(X)","±1.1","±1.9","±2.0","±2.7","±2.7","±3.1","±3.6","(X)","(X)","±4.7","±1.8","±2.2","±2.4","±2.9","±3.5","(X)","","(X)","±3.5","±2.6","±1.9","±2.0","±3.8","(X)","(X)","±4.4","±2.1","±2.3","±2.0","±1.5","±1.4","±3.5","(X)","","(X)","±1.0","±1.0","±1.6","±1.1","±0.5","±0.2","±0.1","(X)","(X)","","(X)","±0.9","±0.9","±0.9","±1.0","±0.9","±1.5","(X)"
"Brooklyn borough, Kings County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,053,667","969,317","84,350","1.4","3.7","","1,053,667","54,761","93,895","182,912","165,442","110,951","66,897","377,092","1,415","302","","1,053,667","22,686","18,317","51,803","31,128","30,659","52,078","102,482","110,704","88,679","545,131","","1,053,667","55,239","65,431","256,072","297,005","178,695","90,404","37,975","28,925","43,921","4.0","","1,053,667","62,779","291,678","363,057","233,895","66,983","35,275","","969,317","296,235","673,082","2.97","2.47","","969,317","147,770","142,350","190,741","211,667","135,534","141,255","","969,317","538,478","333,512","78,344","18,983","","969,317","763,411","22,744","79,362","74,886","565","317","469","9,711","17,852","","969,317","2,644","6,074","17,507","","969,317","877,595","57,106","34,616","","296,235","6,203","3,279","3,356","3,744","11,914","42,989","131,909","92,841","759,400","","296,235","178,121","118,114","","178,121","1,259","6,267","13,473","21,035","25,819","29,408","80,860","2,861","118,114","10,305","5,850","11,744","16,045","23,532","50,638","931","","176,187","56,467","20,341","16,999","11,846","70,534","1,934","116,371","43,618","18,162","11,571","9,403","5,238","5,164","23,215","1,743","","658,468","69,586","94,052","192,289","148,697","73,129","39,846","40,869","1,433","14,614","","641,635","86,736","72,050","73,519","67,427","60,615","281,288","31,447"
"    Margin of Error","","±1,876","±5,651","±5,176","±0.3","±0.4","","±1,876","±2,946","±3,606","±6,083","±5,102","±4,667","±4,104","±6,081","±522","±337","","±1,876","±2,083","±2,242","±3,381","±2,453","±2,361","±4,036","±4,449","±4,230","±4,349","±6,756","","±1,876","±3,975","±3,621","±6,666","±7,326","±7,389","±4,513","±2,768","±2,267","±2,933","±0.1","","±1,876","±4,215","±6,382","±8,193","±6,277","±3,501","±2,637","","±5,651","±6,276","±8,194","±0.04","±0.02","","±5,651","±4,511","±5,058","±5,814","±6,427","±5,251","±4,096","","±5,651","±7,771","±7,688","±3,650","±2,171","","±5,651","±7,940","±2,211","±3,559","±3,943","±361","±293","±297","±1,350","±2,000","","±5,651","±902","±1,214","±2,322","","±5,651","±6,867","±3,747","±2,741","","±6,276","±864","±936","±708","±738","±1,364","±2,963","±4,404","±3,456","±15,462","","±6,276","±4,994","±4,384","","±4,994","±408","±1,204","±1,804","±2,061","±2,512","±2,385","±4,056","±52","±4,384","±1,205","±1,207","±1,745","±1,578","±1,989","±2,932","±17","","±5,016","±3,126","±2,216","±1,883","±1,605","±4,122","±767","±4,336","±2,644","±1,859","±1,491","±1,200","±1,046","±1,113","±2,081","±675","","±8,631","±4,573","±5,156","±6,485","±6,328","±4,455","±3,359","±2,693","±15","±1,945","","±8,127","±4,662","±4,625","±3,829","±3,996","±3,779","±7,555","±3,574"
"    Percent","","1,053,667","92.0%","8.0%","(X)","(X)","","1,053,667","5.2%","8.9%","17.4%","15.7%","10.5%","6.3%","35.8%","0.1%","0.0%","","1,053,667","2.2%","1.7%","4.9%","3.0%","2.9%","4.9%","9.7%","10.5%","8.4%","51.7%","","1,053,667","5.2%","6.2%","24.3%","28.2%","17.0%","8.6%","3.6%","2.7%","4.2%","(X)","","1,053,667","6.0%","27.7%","34.5%","22.2%","6.4%","3.3%","","969,317","30.6%","69.4%","(X)","(X)","","969,317","15.2%","14.7%","19.7%","21.8%","14.0%","14.6%","","969,317","55.6%","34.4%","8.1%","2.0%","","969,317","78.8%","2.3%","8.2%","7.7%","0.1%","0.0%","0.0%","1.0%","1.8%","","969,317","0.3%","0.6%","1.8%","","969,317","90.5%","5.9%","3.6%","","296,235","2.1%","1.1%","1.1%","1.3%","4.0%","14.5%","44.5%","31.3%","(X)","","296,235","60.1%","39.9%","","178,121","0.7%","3.5%","7.6%","11.8%","14.5%","16.5%","45.4%","(X)","118,114","8.7%","5.0%","9.9%","13.6%","19.9%","42.9%","(X)","","176,187","32.0%","11.5%","9.6%","6.7%","40.0%","(X)","116,371","37.5%","15.6%","9.9%","8.1%","4.5%","4.4%","19.9%","(X)","","658,468","10.6%","14.3%","29.2%","22.6%","11.1%","6.1%","6.2%","(X)","(X)","","641,635","13.5%","11.2%","11.5%","10.5%","9.4%","43.8%","(X)"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","(X)","","(X)","±0.3","±0.3","±0.6","±0.5","±0.4","±0.4","±0.6","±0.1","±0.1","","(X)","±0.2","±0.2","±0.3","±0.2","±0.2","±0.4","±0.4","±0.4","±0.4","±0.6","","(X)","±0.4","±0.3","±0.6","±0.7","±0.7","±0.4","±0.3","±0.2","±0.3","(X)","","(X)","±0.4","±0.6","±0.8","±0.6","±0.3","±0.3","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±0.5","±0.5","±0.6","±0.7","±0.5","±0.4","","(X)","±0.7","±0.8","±0.4","±0.2","","(X)","±0.7","±0.2","±0.4","±0.4","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","±0.1","±0.1","±0.2","","(X)","±0.4","±0.4","±0.3","","(X)","±0.3","±0.3","±0.2","±0.2","±0.5","±0.9","±1.0","±1.1","(X)","","(X)","±1.2","±1.2","","(X)","±0.2","±0.7","±1.0","±1.2","±1.3","±1.3","±1.8","(X)","(X)","±1.0","±1.0","±1.4","±1.3","±1.7","±1.7","(X)","","(X)","±1.7","±1.2","±1.1","±0.9","±1.9","(X)","(X)","±1.7","±1.5","±1.2","±1.0","±0.9","±0.9","±1.6","(X)","","(X)","±0.7","±0.8","±0.9","±0.9","±0.7","±0.5","±0.4","(X)","(X)","","(X)","±0.7","±0.7","±0.6","±0.6","±0.6","±0.9","(X)"
"Manhattan borough, New York County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
